Time,Data
0.00013052811594202896,-0.00034043448977172375
0.00013153146042363433,-0.0003068778896704316
0.00013253480490523967,-0.0003237419296056032
0.00013353814938684504,-0.00047766335774213076
0.00013454149386845038,-0.0005423527909442782
0.00013554483835005572,-0.0006204386008903384
0.0001365481828316611,-0.0006173393921926618
0.00013755152731326643,-0.0007299083517864347
0.00013855487179487177,-0.0006668240530416369
0.00013955821627647714,-0.0006039094878360629
0.00014056156075808248,-0.0006343043642118573
0.00014156490523968784,-0.0006547094089910388
0.00014256824972129319,-0.0005691919941455126
0.00014357159420289853,-0.0005129543133080006
0.0001445749386845039,-0.00044667860493063927
0.00014557828316610926,-0.00033136666752398014
0.00014658162764771458,-0.0004347735084593296
0.00014758497212931994,-0.0003381591523066163
0.0001485883166109253,-0.00028501858469098806
0.00014959166109253065,-0.00031994283199310303
0.000150595005574136,-0.0002965203020721674
0.00015159835005574133,-0.00031569914426654577
0.0001526016945373467,-0.0004540997324511409
0.00015360503901895207,-0.0004765468183904886
0.00015460838350055738,-0.0004888979019597173
0.00015561172798216275,-0.0005841879174113274
0.00015661507246376812,-0.000615542521700263
0.00015761841694537346,-0.0006735187489539385
0.0001586217614269788,-0.000696734176017344
0.00015962510590858417,-0.0005328889237716794
0.0001606284503901895,-0.0005840262165293097
0.00016163179487179485,-0.0005955935921519995
0.00016263513935340022,-0.0004761382006108761
0.00016363848383500556,-0.0005418732762336731
0.00016464182831661092,-0.0004533767933025956
0.00016564517279821624,-0.00040795071981847286
0.0001666485172798216,-0.0004539104411378503
0.00016765186176142697,-0.00032313354313373566
0.0001686552062430323,-0.0002994948299601674
0.00016965855072463765,-0.0003018728457391262
0.00017066189520624302,-0.0003765583969652653
0.00017166523968784836,-0.0003652906743809581
0.00017266858416945373,-0.00048854760825634
0.00017367192865105907,-0.0005160744767636061
0.0001746752731326644,-0.0005232305265963078
0.00017567861761426978,-0.0005038903327658772
0.00017668196209587512,-0.0005993724334985018
0.00017768530657748046,-0.0006095889257267118
0.00017868865105908583,-0.00061960075981915
0.00017969199554069117,-0.0006507063517346978
0.00018069534002229654,-0.0005226668436080217
0.00018169868450390188,-0.000561123713850975
0.00018270202898550722,-0.000505823758430779
0.00018370537346711259,-0.0005600211443379521
0.00018470871794871795,-0.00041381490882486105
0.00018571206243032327,-0.00045592908281832933
0.00018671540691192864,-0.0004338892176747322
0.000187718751393534,-0.00036891584750264883
0.00018872209587513934,-0.00035579048562794924
0.00018972544035674468,-0.0003436646657064557
0.00019072878483835005,-0.00041806348599493504
0.0001917321293199554,-0.0004066640976816416
0.00019273547380156073,-0.0004648355534300208
0.00019373881828316607,-0.00044080184306949377
0.00019474216276477144,-0.0005154894897714257
0.0001957455072463768,-0.0005703329807147384
0.00019674885172798212,-0.0005335004534572363
0.0001977521962095875,-0.0005611631786450744
0.00019875554069119286,-0.0005171019583940506
0.0001997588851727982,-0.0005574430106207728
0.00020076222965440354,-0.0004720918368548155
0.0002017655741360089,-0.000374416820704937
0.00020276891861761425,-0.0005214113043621182
0.00020377226309921962,-0.0004948172718286514
0.00020477560758082496,-0.0004706229083240032
0.0002057789520624303,-0.0004582878900691867
0.00020678229654403567,-0.0003805859014391899
0.000207785641025641,-0.0003521740436553955
0.00020878898550724635,-0.0004787687212228775
0.00020979232998885171,-0.000418873387388885
0.00021079567447045705,-0.00046649936120957136
0.00021179901895206242,-0.000500701367855072
0.00021280236343366776,-0.0004919167840853333
0.0002138057079152731,-0.0005966633325442672
0.00021480905239687847,-0.0005011972971260548
0.00021581239687848384,-0.0004932963056489825
0.00021681574136008915,-0.0005629418883472681
0.00021781908584169452,-0.0005318747134879231
0.00021882243032329986,-0.00048691139090806246
0.00021982577480490523,-0.0005830462323501706
0.0002208291192865106,-0.00047135737258940935
0.00022183246376811594,-0.0004660198464989662
0.00022283580824972125,-0.0004569272277876735
0.00022383915273132662,-0.0004476645262911916
0.00022484249721293196,-0.00043516745790839195
0.00022584584169453733,-0.00046742730773985386
0.0002268491861761427,-0.00045829557348042727
0.00022785253065774804,-0.00042901758570224047
0.0002288558751393534,-0.000344396336004138
0.00022985921962095872,-0.0003540281904861331
0.00023086256410256406,-0.0004702380392700434
0.00023186590858416943,-0.00046293006744235754
0.0002328692530657748,-0.0005204571643844247
0.00023387259754738013,-0.0004797944566234946
0.0002348759420289855,-0.0005859268130734563
0.00023587928651059084,-0.0005412788596004248
0.0002368826309921962,-0.0005551819922402501
0.00023788597547380152,-0.0004215496592223644
0.00023888931995540686,-0.000516065745614469
0.00023989266443701223,-0.0004889771807938814
0.0002408960089186176,-0.0004708890337496996
0.00024189935340022294,-0.0004481024807319045
0.0002429026978818283,-0.0004818965680897236
0.00024390604236343365,-0.00043725280556827784
0.00024490938684503904,-0.0003888057544827461
0.0002459127313266443,-0.00046186172403395176
0.00024691607580824967,-0.0004272685619071126
0.00024791942028985504,-0.00047637743409723043
0.0002489227647714604,-0.0004325390327721834
0.0002499261092530658,-0.0004255562089383602
0.00025092945373467114,-0.00046076858416199684
0.00025193279821627646,-0.0003872198285534978
0.0002529361426978818,-0.0004639386897906661
0.00025393948717948714,-0.000427279737778008
0.0002549428316610925,-0.0005149680655449629
0.00025594617614269787,-0.0005154353566467762
0.0002569495206243032,-0.0004702575970441103
0.00025795286510590855,-0.00048064172733575106
0.0002589562095875139,-0.00045266328379511833
0.0002599595540691193,-0.0005233227275311947
0.0002609628985507246,-0.0004902264336124063
0.00026196624303232997,-0.0005298546748235822
0.0002629695875139353,-0.000464723096229136
0.00026397293199554065,-0.000509980833157897
0.000264976276477146,-0.0004217794630676508
0.0002659796209587514,-0.00037123868241906166
0.00026698296544035676,-0.0003979525063186884
0.00026798630992196207,-0.0004028391558676958
0.0002689896544035674,-0.0004746587947010994
0.00026999299888517275,-0.000462130643427372
0.0002709963433667781,-0.0004541758680716157
0.0002719996878483835,-0.0004988898290321231
0.00027300303232998885,-0.0005269307876005769
0.00027400637681159417,-0.0004930109716951847
0.00027500972129319953,-0.0005381276132538915
0.0002760130657748049,-0.0004963431274518371
0.0002770164102564102,-0.00046705466229468584
0.0002780197547380156,-0.0004045529058203101
0.00027902309921962095,-0.000517030362971127
0.00028002644370122626,-0.0005032257176935673
0.00028102978818283163,-0.0005263618659228086
0.000282033132664437,-0.0004998492076992989
0.00028303647714604237,-0.00044745567720383406
0.00028403982162764774,-0.00044265075121074915
0.000285043166109253,-0.0004322114400565624
0.00028604651059085836,-0.0004438381874933839
0.00028704985507246373,-0.00041956210043281317
0.0002880531995540691,-0.00046514079440385103
0.00028905654403567447,-0.00046549667604267597
0.00029005988851727983,-0.0004290937213227153
0.00029106323299888515,-0.0005063374992460012
0.00029206657748049046,-0.0005313386209309101
0.00029306992196209583,-0.0005080323899164796
0.0002940732664437012,-0.00043943594209849834
0.00029507661092530656,-0.0004885210655629635
0.0002960799554069119,-0.0004839665489271283
0.00029708329988851725,-0.0005270428955554962
0.0002980866443701226,-0.0004837524611502886
0.000299089988851728,-0.0004978075157850981
0.00030009333333333335,-0.0004778718575835228
